part_no,part_name,model,customer,cav,cycle_time,weight_part,weight_runner,spq,type_material,grade_material,color_material,mold_id,machine_id,scrap_rate,changeover_min
PN-7790-C,Lever Outer,MDL-42,LG Electronics,8,37.3,214.55,30.46,1000,PMMA,PMMA-GF-30,White,MLD-302,MC-06 (350T),1.63,120
PN-7389-C,Cap Outer,MDL-49,Yamaha Music,16,17.7,20.4,2.09,100,ABS,ABS-Standard,Black,MLD-408,MC-01 (50T),2.16,120
PN-1019-A,Panel Rear,MDL-75,Toyota Motor,2,29.5,200.1,27.86,500,ABS,ABS-V0-55,Black,MLD-894,MC-05 (250T),2.4,90
PN-3902-B,Panel Rear,MDL-27,Yamaha Music,2,49.6,437.86,60.03,500,POM,POM-HI-121,Natural,MLD-852,MC-06 (350T),0.62,90
PN-1147-B,Bracket Rear,MDL-82,LG Electronics,4,60.2,421.55,64.03,200,POM,POM-GP-100,Grey,MLD-626,MC-05 (250T),1.06,120
PN-8314-B,Housing Rear,MDL-51,Toyota Motor,4,20.4,33.86,1.82,100,PMMA,PMMA-V0-55,Blue,MLD-840,MC-02 (80T),1.21,90
PN-6965-C,Housing Outer,MDL-94,Yamaha Music,2,25.3,105.45,10.97,100,ABS,ABS-GP-100,Red,MLD-682,MC-02 (80T),2.46,45
PN-3189-B,Cap Front,MDL-26,Toyota Motor,1,35.9,176.34,33.14,1000,POM,POM-HI-121,Red,MLD-402,MC-03 (110T),0.84,60
PN-7695-C,Housing Outer,MDL-98,Astra Honda,4,55.8,407.72,71.7,200,ABS,ABS-GP-100,Blue,MLD-996,MC-06 (350T),1.62,45
PN-8326-A,Lever Outer,MDL-16,Samsung,8,20.3,92.69,6.39,100,PC,PC-GF-30,Grey,MLD-725,MC-02 (80T),2.25,120
PN-7328-C,Panel Outer,MDL-69,LG Electronics,4,48,323.08,50.48,100,PMMA,PMMA-GF-30,Natural,MLD-523,MC-08 (650T),2.1,120
PN-4841-C,Lever Outer,MDL-22,Toyota Motor,16,19.3,118.18,17.67,50,PA6,PA6-GP-100,Blue,MLD-947,MC-04 (150T),2.43,120
PN-6541-A,Lever Inner,MDL-82,Yamaha Music,2,37.8,208.18,29.62,500,PP,PP-V0-55,Blue,MLD-145,MC-08 (650T),2.52,90
PN-6591-C,Bracket Inner,MDL-14,Astra Honda,8,26.4,73.49,10.33,100,PA6,PA6-Standard,White,MLD-215,MC-01 (50T),1.33,45
PN-7990-A,Panel Inner,MDL-63,Astra Honda,2,45.3,299.61,38.23,200,PP,PP-Standard,Red,MLD-283,MC-05 (250T),1.59,45
PN-2079-B,Panel Rear,MDL-78,Toyota Motor,2,19.2,7.66,1.07,1000,PA6,PA6-V0-55,Natural,MLD-177,MC-01 (50T),2.15,90
PN-9095-B,Cover Front,MDL-17,Yamaha Music,8,24.9,81.25,10.05,100,POM,POM-Standard,Blue,MLD-994,MC-01 (50T),1.65,30
PN-9424-C,Cap Front,MDL-58,Toyota Motor,2,53.7,437.33,72.16,500,ABS,ABS-GP-100,Red,MLD-973,MC-06 (350T),1.29,90
PN-7770-B,Panel Outer,MDL-71,Yamaha Music,4,56.1,497.83,59.63,50,PC,PC-GF-30,White,MLD-803,MC-05 (250T),1.51,60
PN-1242-A,Lever Outer,MDL-55,Toyota Motor,4,25.7,194.6,36.24,100,POM,POM-GF-30,Black,MLD-372,MC-04 (150T),1.02,30
PN-7491-C,Cover Front,MDL-10,Astra Honda,2,28.5,132.11,16.79,50,POM,POM-HI-121,Blue,MLD-158,MC-04 (150T),2.38,60
PN-3718-B,Lever Rear,MDL-17,Samsung,8,38.6,282.2,43.61,1000,PC,PC-GF-30,White,MLD-842,MC-05 (250T),1.68,60
PN-3731-B,Gear Rear,MDL-97,Astra Honda,8,25.4,200.82,37.04,50,PMMA,PMMA-GP-100,Blue,MLD-896,MC-05 (250T),2.96,30
PN-3669-B,Lever Outer,MDL-50,LG Electronics,4,65,461.6,61.56,1000,PA6,PA6-HI-121,Blue,MLD-272,MC-08 (650T),1.42,60
PN-7397-B,Housing Inner,MDL-83,Samsung,2,33.2,225.66,33.32,50,PMMA,PMMA-GF-30,Grey,MLD-833,MC-05 (250T),0.69,45
PN-9326-C,Housing Rear,MDL-27,Astra Honda,4,15.1,37.03,4.64,50,PP,PP-GP-100,Red,MLD-776,MC-04 (150T),2.05,60
PN-6181-B,Gear Outer,MDL-48,LG Electronics,8,33.2,148.03,24.42,100,PMMA,PMMA-GP-100,Natural,MLD-838,MC-04 (150T),1.16,90
PN-2422-A,Cover Inner,MDL-72,Toyota Motor,16,19,131.72,21.47,500,PC,PC-V0-55,Black,MLD-542,MC-03 (110T),0.52,45
PN-7522-C,Panel Outer,MDL-71,Astra Honda,16,51,458.48,67.8,200,PMMA,PMMA-Standard,Grey,MLD-195,MC-06 (350T),1.4,45
PN-4984-B,Cover Outer,MDL-71,LG Electronics,4,42.8,251.66,19.96,100,PA6,PA6-Standard,Natural,MLD-665,MC-06 (350T),0.91,90
PN-4855-B,Gear Rear,MDL-27,Toyota Motor,2,12.1,67.51,6.25,100,PA6,PA6-Standard,White,MLD-536,MC-04 (150T),2.58,120
PN-9551-C,Housing Rear,MDL-49,Yamaha Music,4,24.4,71.2,7.34,1000,PP,PP-HI-121,Blue,MLD-113,MC-03 (110T),2.58,60
PN-7526-A,Cap Rear,MDL-33,Samsung,2,58.8,413.3,59.85,500,PC,PC-V0-55,Black,MLD-708,MC-07 (450T),1.66,60
PN-4926-B,Bracket Front,MDL-19,Toyota Motor,2,17.9,37.29,3.58,1000,PP,PP-GF-30,Red,MLD-829,MC-02 (80T),2.01,60
PN-5712-C,Bracket Front,MDL-51,LG Electronics,1,33.1,177.33,14.51,200,PA6,PA6-Standard,Grey,MLD-693,MC-03 (110T),2.43,30
PN-3024-A,Cap Front,MDL-50,Samsung,8,19.9,28.52,2.86,200,PP,PP-V0-55,White,MLD-422,MC-03 (110T),2.07,30
PN-1089-B,Lever Front,MDL-38,Samsung,8,49.9,429.52,36.46,100,PP,PP-GP-100,Black,MLD-494,MC-08 (650T),1.47,60
PN-7598-B,Lever Outer,MDL-44,Toyota Motor,8,30.2,105.47,9.46,200,ABS,ABS-Standard,Grey,MLD-751,MC-03 (110T),1.13,30
PN-1249-C,Housing Outer,MDL-59,Toyota Motor,4,36.2,209.36,10.71,200,PMMA,PMMA-V0-55,White,MLD-434,MC-08 (650T),1.67,45
PN-7814-A,Gear Front,MDL-55,Samsung,4,60.2,410.01,78.28,50,PMMA,PMMA-HI-121,Grey,MLD-678,MC-06 (350T),0.63,120
PN-6760-A,Gear Rear,MDL-26,Samsung,1,58.6,448.52,64.17,50,PMMA,PMMA-GF-30,Red,MLD-651,MC-07 (450T),2.8,90
PN-7451-A,Bracket Rear,MDL-78,Astra Honda,1,23.1,60.4,7.58,500,ABS,ABS-V0-55,White,MLD-815,MC-02 (80T),2.46,60
PN-2969-A,Cap Inner,MDL-25,Astra Honda,4,15,20.73,3.36,200,POM,POM-GP-100,Natural,MLD-107,MC-01 (50T),2.49,90
PN-9019-A,Cap Inner,MDL-75,Toyota Motor,2,51.2,343.36,67.54,500,ABS,ABS-GF-30,White,MLD-970,MC-08 (650T),1.67,60
PN-6282-A,Bracket Front,MDL-26,Yamaha Music,2,53.9,418.43,69.41,1000,ABS,ABS-GF-30,Red,MLD-791,MC-07 (450T),1.96,120
PN-4238-A,Bracket Front,MDL-68,LG Electronics,16,57.4,479.78,70.98,1000,PP,PP-GF-30,Blue,MLD-503,MC-07 (450T),1,60
PN-2350-A,Lever Inner,MDL-19,LG Electronics,2,32.8,216.82,33.13,500,PP,PP-GP-100,Natural,MLD-800,MC-06 (350T),1.16,30
PN-5621-A,Housing Front,MDL-88,Samsung,1,12.9,58.51,3.16,1000,PC,PC-GF-30,Red,MLD-813,MC-01 (50T),1.95,30
PN-6593-A,Lever Outer,MDL-12,Samsung,2,14,83.33,7.02,200,ABS,ABS-Standard,Blue,MLD-955,MC-03 (110T),1.55,120
PN-2522-A,Panel Inner,MDL-39,LG Electronics,16,35.2,172.7,31.42,1000,PC,PC-V0-55,White,MLD-702,MC-04 (150T),2.72,60
PN-2544-C,Lever Rear,MDL-64,LG Electronics,4,46.4,317.3,31.88,200,ABS,ABS-GF-30,Blue,MLD-508,MC-07 (450T),0.97,60
PN-9190-A,Lever Inner,MDL-58,Yamaha Music,8,26.1,67.19,9.27,1000,POM,POM-V0-55,Red,MLD-433,MC-04 (150T),1.54,120
PN-1201-B,Bracket Rear,MDL-45,LG Electronics,16,21.3,157.74,29.1,1000,ABS,ABS-GP-100,White,MLD-897,MC-01 (50T),2.41,90
PN-3666-A,Cap Front,MDL-76,Yamaha Music,2,23.8,103.82,10.6,200,PP,PP-Standard,Grey,MLD-641,MC-02 (80T),2.79,90
PN-8746-B,Lever Rear,MDL-94,LG Electronics,2,36.9,218.45,19.31,1000,PC,PC-GF-30,Natural,MLD-384,MC-08 (650T),2.2,45
PN-4152-B,Cap Inner,MDL-77,Yamaha Music,8,25.5,176.58,10.08,50,PA6,PA6-GF-30,Black,MLD-883,MC-01 (50T),1.5,45
PN-8115-C,Gear Front,MDL-93,Yamaha Music,8,23.1,114.95,13.45,50,PP,PP-Standard,Black,MLD-763,MC-03 (110T),2.98,45
PN-7202-C,Lever Rear,MDL-89,Samsung,4,53.3,470.62,29.15,200,POM,POM-GP-100,Blue,MLD-208,MC-07 (450T),2.04,45
PN-8429-C,Housing Inner,MDL-67,LG Electronics,4,34.7,162.17,22.77,100,POM,POM-V0-55,Natural,MLD-473,MC-02 (80T),2.67,90
PN-4045-A,Panel Front,MDL-26,Toyota Motor,8,51.9,432.42,71.1,100,PP,PP-HI-121,White,MLD-474,MC-07 (450T),1.35,90
PN-3946-A,Housing Front,MDL-61,LG Electronics,16,15.7,79.42,5.53,500,PP,PP-GP-100,Black,MLD-662,MC-04 (150T),0.68,90
PN-1522-A,Cover Outer,MDL-21,Astra Honda,2,22.8,58.21,10.58,200,PA6,PA6-GP-100,Grey,MLD-255,MC-02 (80T),2.01,90
PN-7107-A,Lever Inner,MDL-39,Samsung,2,52.5,362.33,34.62,50,PC,PC-GP-100,Black,MLD-440,MC-05 (250T),1.47,120
PN-6988-C,Lever Rear,MDL-24,Toyota Motor,16,37.2,280.18,17.29,1000,PMMA,PMMA-GP-100,Red,MLD-567,MC-08 (650T),1.23,30
PN-4273-A,Cover Outer,MDL-81,Astra Honda,1,43.1,378.62,58.51,1000,PP,PP-GF-30,Blue,MLD-934,MC-07 (450T),1.73,90
PN-2730-C,Bracket Inner,MDL-74,Yamaha Music,8,47.8,306.58,46.25,100,PC,PC-Standard,White,MLD-752,MC-06 (350T),1.88,30
PN-9926-B,Housing Outer,MDL-82,Astra Honda,8,11.7,11.99,2.05,50,PA6,PA6-HI-121,Red,MLD-551,MC-04 (150T),0.52,90
PN-2992-C,Gear Front,MDL-34,Samsung,4,46.9,407.82,49.99,200,PMMA,PMMA-HI-121,Black,MLD-544,MC-05 (250T),2.48,30
PN-6793-A,Bracket Rear,MDL-37,Yamaha Music,8,54,379.18,36.2,100,PMMA,PMMA-HI-121,Natural,MLD-649,MC-06 (350T),2.65,45
PN-2479-C,Gear Inner,MDL-69,Toyota Motor,16,41.4,307.18,44.49,1000,POM,POM-GP-100,White,MLD-520,MC-05 (250T),1.36,60
PN-1399-C,Cover Front,MDL-54,Samsung,1,13.9,68.91,4.16,1000,PC,PC-GF-30,Natural,MLD-935,MC-01 (50T),1.23,60
PN-4307-A,Cap Rear,MDL-94,LG Electronics,2,48,385.62,47.56,500,PP,PP-GP-100,Natural,MLD-176,MC-06 (350T),1.01,45
PN-7593-B,Cover Outer,MDL-65,Astra Honda,4,29.8,153.92,18.14,100,ABS,ABS-GF-30,White,MLD-295,MC-01 (50T),0.71,30
PN-3370-B,Lever Front,MDL-84,Yamaha Music,16,24.5,53.28,8.49,200,PC,PC-V0-55,Black,MLD-950,MC-03 (110T),0.56,120
PN-5968-B,Cover Rear,MDL-76,LG Electronics,4,21.1,79.51,10.17,100,PA6,PA6-HI-121,Grey,MLD-423,MC-01 (50T),0.87,30
PN-4810-B,Cap Front,MDL-83,LG Electronics,4,29,180.82,34.98,500,PP,PP-V0-55,Red,MLD-198,MC-01 (50T),1.73,45
PN-6375-C,Gear Rear,MDL-77,Samsung,2,36.7,171.85,27.35,50,PA6,PA6-V0-55,Black,MLD-122,MC-02 (80T),1.4,60
PN-2859-C,Panel Front,MDL-73,Astra Honda,2,51.4,380.7,73.97,100,PMMA,PMMA-HI-121,White,MLD-465,MC-05 (250T),2.08,30
PN-1489-C,Panel Outer,MDL-97,Toyota Motor,2,38,192.1,18.95,200,PC,PC-Standard,Black,MLD-998,MC-04 (150T),1.88,90
PN-2858-A,Cap Rear,MDL-97,Samsung,8,52.9,349.04,40.87,500,PA6,PA6-Standard,Red,MLD-667,MC-05 (250T),0.92,60
PN-7471-A,Cover Outer,MDL-80,Samsung,8,37.1,250.92,15.73,50,POM,POM-HI-121,Grey,MLD-674,MC-08 (650T),1.17,120
PN-6076-C,Housing Rear,MDL-76,LG Electronics,1,64,487.29,84.31,200,PMMA,PMMA-Standard,Blue,MLD-392,MC-08 (650T),0.76,60
PN-8227-B,Lever Rear,MDL-68,Toyota Motor,16,54,351.23,58.83,500,ABS,ABS-V0-55,Black,MLD-768,MC-06 (350T),1.79,120
PN-5826-A,Bracket Inner,MDL-60,Astra Honda,16,59.4,426.04,65.19,200,PC,PC-GP-100,White,MLD-848,MC-05 (250T),2.62,30
PN-2036-C,Cap Rear,MDL-91,Yamaha Music,8,20.5,6.81,1.03,200,PA6,PA6-GP-100,Blue,MLD-506,MC-02 (80T),2.37,30
PN-9203-A,Cover Front,MDL-38,Astra Honda,8,31.3,165.23,18.74,1000,PMMA,PMMA-Standard,Black,MLD-600,MC-03 (110T),1.58,90
PN-8521-C,Cap Rear,MDL-61,Samsung,8,61.7,443.51,56.74,200,PP,PP-HI-121,Natural,MLD-369,MC-07 (450T),2.59,120
PN-9187-C,Housing Rear,MDL-47,Toyota Motor,2,68,497.92,62.73,200,PC,PC-GP-100,Blue,MLD-624,MC-05 (250T),2.3,30
PN-2197-C,Housing Inner,MDL-81,Samsung,1,9.5,10.6,1.71,100,ABS,ABS-V0-55,Blue,MLD-960,MC-01 (50T),1.51,90
PN-1933-A,Gear Rear,MDL-45,Yamaha Music,8,17.1,80.28,14.69,1000,POM,POM-V0-55,White,MLD-947,MC-04 (150T),2.7,120
PN-7928-B,Gear Outer,MDL-17,Yamaha Music,16,29.6,178.89,33.16,1000,PC,PC-V0-55,Natural,MLD-303,MC-02 (80T),2.41,30
PN-2710-C,Gear Rear,MDL-45,Astra Honda,8,36.7,310.96,42.35,200,PMMA,PMMA-HI-121,Grey,MLD-251,MC-06 (350T),2.49,120
PN-9214-C,Bracket Outer,MDL-78,LG Electronics,2,43.6,365.78,49.2,100,POM,POM-GF-30,Blue,MLD-673,MC-05 (250T),1.06,30
PN-5304-A,Cover Inner,MDL-99,Toyota Motor,16,60.5,428.71,47.24,200,PMMA,PMMA-GF-30,Red,MLD-532,MC-06 (350T),0.73,90
PN-5260-B,Bracket Rear,MDL-35,Toyota Motor,1,24.7,58.72,7.08,1000,PC,PC-GF-30,Blue,MLD-359,MC-04 (150T),0.86,30
PN-2971-B,Cap Inner,MDL-92,Yamaha Music,2,38.3,257.04,31.06,500,PMMA,PMMA-GF-30,White,MLD-570,MC-08 (650T),1.96,120
PN-2026-B,Bracket Inner,MDL-99,Samsung,4,60.8,452.78,39.68,50,PMMA,PMMA-Standard,White,MLD-850,MC-08 (650T),1.96,45
PN-6018-A,Housing Inner,MDL-96,Samsung,16,37.3,218.36,35.6,500,PP,PP-GP-100,Red,MLD-713,MC-06 (350T),2.24,60
PN-7668-A,Cap Inner,MDL-94,Yamaha Music,16,59.1,434.27,36.69,200,PMMA,PMMA-Standard,Black,MLD-429,MC-08 (650T),2.96,120
PN-2672-A,Gear Inner,MDL-19,Samsung,4,48.8,308.03,38.65,1000,PC,PC-GP-100,Natural,MLD-780,MC-07 (450T),2.14,45
PN-7995-B,Panel Front,MDL-75,Samsung,16,27.5,89.41,15.42,200,PA6,PA6-HI-121,Red,MLD-427,MC-03 (110T),2.94,120
PN-2926-C,Cover Outer,MDL-19,Yamaha Music,1,63.9,478.35,29.75,200,ABS,ABS-Standard,Grey,MLD-920,MC-05 (250T),0.84,30
PN-2213-B,Lever Front,MDL-24,Yamaha Music,4,58.1,494.78,50.74,50,PA6,PA6-HI-121,Blue,MLD-239,MC-06 (350T),0.9,45
PN-9238-A,Lever Outer,MDL-20,Yamaha Music,4,28.6,149.89,10.94,50,PP,PP-Standard,Black,MLD-484,MC-02 (80T),2.33,90
PN-7001-A,Cap Front,MDL-61,LG Electronics,8,61.6,487.39,33.48,50,PA6,PA6-HI-121,Grey,MLD-185,MC-07 (450T),2.9,45
PN-6840-B,Housing Front,MDL-24,Samsung,4,12.5,74.44,7.57,1000,PC,PC-GF-30,Red,MLD-903,MC-01 (50T),1.38,120
PN-1590-C,Housing Rear,MDL-60,Samsung,2,11.9,8.19,0.9,1000,POM,POM-GP-100,Black,MLD-636,MC-02 (80T),2.4,30
PN-9708-B,Cover Inner,MDL-42,LG Electronics,8,17.6,72.11,10.73,100,POM,POM-Standard,Red,MLD-326,MC-03 (110T),1.67,120
PN-3065-A,Housing Inner,MDL-94,Yamaha Music,16,24.7,87.4,14.58,500,PC,PC-HI-121,Black,MLD-196,MC-02 (80T),2.66,60
PN-7413-A,Cap Inner,MDL-79,Astra Honda,4,55.3,393.12,28.47,50,PC,PC-GP-100,Natural,MLD-594,MC-06 (350T),2.74,60
PN-5043-C,Panel Outer,MDL-78,LG Electronics,8,41.2,352.3,34.97,500,POM,POM-V0-55,Red,MLD-198,MC-05 (250T),1.76,90
PN-6998-C,Panel Inner,MDL-23,Yamaha Music,4,27.1,215.46,39.88,1000,PP,PP-V0-55,Blue,MLD-894,MC-06 (350T),0.51,45
PN-9484-C,Gear Rear,MDL-31,Astra Honda,16,44.8,391.89,63.22,100,POM,POM-GP-100,Grey,MLD-240,MC-05 (250T),0.69,45
PN-2906-A,Housing Rear,MDL-92,LG Electronics,16,52.1,403.23,41.7,100,PP,PP-GP-100,Natural,MLD-269,MC-08 (650T),2.94,60
PN-5593-C,Lever Front,MDL-81,LG Electronics,2,53.3,454.75,36.7,500,PMMA,PMMA-Standard,Black,MLD-345,MC-08 (650T),1.96,30
PN-2977-A,Gear Outer,MDL-50,Yamaha Music,16,45.9,296.61,32.21,200,PP,PP-Standard,Natural,MLD-716,MC-08 (650T),1.5,120
PN-5416-C,Panel Outer,MDL-26,Astra Honda,8,50.1,398.37,23.65,50,PMMA,PMMA-GF-30,Black,MLD-798,MC-06 (350T),1.6,60
PN-8408-C,Cover Front,MDL-89,Astra Honda,8,32.1,180.64,21.64,500,PMMA,PMMA-V0-55,White,MLD-914,MC-01 (50T),0.88,120
PN-2317-A,Lever Front,MDL-43,Astra Honda,16,29.8,204.74,13.49,200,PP,PP-GF-30,Blue,MLD-871,MC-07 (450T),0.82,60
PN-6610-C,Bracket Front,MDL-16,Astra Honda,16,51.2,456.6,24.18,1000,PC,PC-Standard,White,MLD-794,MC-07 (450T),2.99,45
PN-5959-C,Lever Front,MDL-35,Samsung,16,54.4,459.83,90.44,1000,PC,PC-GP-100,Red,MLD-871,MC-06 (350T),1.55,90
PN-1307-C,Panel Front,MDL-80,LG Electronics,2,51.9,383.46,43.64,1000,PMMA,PMMA-HI-121,Natural,MLD-742,MC-07 (450T),2.54,30
PN-1733-C,Housing Inner,MDL-48,Toyota Motor,4,27.3,125.34,18.81,500,ABS,ABS-HI-121,Red,MLD-206,MC-04 (150T),1.46,120
PN-4657-A,Bracket Rear,MDL-47,Yamaha Music,2,25.3,201.99,31.03,500,PMMA,PMMA-V0-55,Grey,MLD-527,MC-06 (350T),2.19,45
PN-7773-C,Lever Inner,MDL-80,Astra Honda,4,60.2,433.89,40.17,50,ABS,ABS-V0-55,Black,MLD-290,MC-08 (650T),1.45,60
PN-7941-A,Lever Outer,MDL-33,Astra Honda,1,32.9,158.55,15.55,100,PA6,PA6-V0-55,White,MLD-139,MC-02 (80T),2.53,45
PN-7844-C,Panel Rear,MDL-17,Astra Honda,2,31,193.35,22.86,500,PC,PC-Standard,Grey,MLD-653,MC-02 (80T),1.05,90
PN-7494-B,Panel Outer,MDL-85,Yamaha Music,8,56.7,446.07,25.18,200,PP,PP-V0-55,Black,MLD-853,MC-07 (450T),2.72,120
PN-4962-A,Cover Front,MDL-57,Samsung,2,20.2,113.17,9.82,200,POM,POM-GP-100,Black,MLD-667,MC-03 (110T),2.94,30
PN-7172-C,Panel Front,MDL-34,Yamaha Music,8,16.5,64.55,4.7,50,PP,PP-GF-30,Blue,MLD-523,MC-03 (110T),2.93,90
PN-1813-C,Panel Inner,MDL-17,Toyota Motor,1,67.9,480.37,28.75,100,POM,POM-Standard,Blue,MLD-728,MC-07 (450T),2.36,90
PN-9957-B,Cap Inner,MDL-23,Samsung,16,20.8,71.85,13.09,1000,PA6,PA6-GF-30,Natural,MLD-147,MC-01 (50T),0.89,120
PN-1594-B,Bracket Inner,MDL-71,Toyota Motor,1,38.9,337.02,29.23,50,PC,PC-GP-100,Red,MLD-312,MC-05 (250T),0.67,30
PN-7676-B,Panel Inner,MDL-78,Astra Honda,8,27.3,205.74,14.32,1000,POM,POM-V0-55,Black,MLD-681,MC-06 (350T),1.75,60
PN-9388-A,Housing Outer,MDL-50,Samsung,8,46.4,363.22,40.74,200,PA6,PA6-V0-55,White,MLD-162,MC-06 (350T),2.94,120
PN-5904-B,Lever Rear,MDL-45,Toyota Motor,4,54,386.82,36.87,50,PP,PP-GP-100,Blue,MLD-854,MC-05 (250T),0.57,90
PN-5966-A,Panel Front,MDL-28,Yamaha Music,2,35,195.46,18.58,500,PMMA,PMMA-HI-121,White,MLD-404,MC-04 (150T),2.56,30
PN-3504-A,Cover Rear,MDL-28,Toyota Motor,2,48.2,294.18,32.47,1000,PP,PP-Standard,Red,MLD-383,MC-06 (350T),1.3,45
PN-7390-B,Cover Inner,MDL-93,LG Electronics,2,19.6,137,13.9,50,PC,PC-V0-55,Grey,MLD-979,MC-04 (150T),2.42,120
PN-1292-A,Panel Front,MDL-89,Toyota Motor,16,25.3,155.15,18.27,1000,POM,POM-HI-121,Red,MLD-808,MC-02 (80T),0.9,120
PN-5201-A,Housing Outer,MDL-36,Yamaha Music,1,24.8,83.31,8.46,50,PP,PP-GF-30,Grey,MLD-167,MC-03 (110T),2.11,90
PN-5298-A,Gear Front,MDL-13,Yamaha Music,16,30.5,115.77,16.51,500,PC,PC-V0-55,Grey,MLD-393,MC-02 (80T),0.93,90
PN-6141-B,Cap Front,MDL-87,Samsung,4,31.4,163.85,20.83,100,ABS,ABS-HI-121,Natural,MLD-598,MC-01 (50T),1.99,90
PN-8414-B,Housing Outer,MDL-58,Toyota Motor,4,31.6,206.45,17.08,200,PP,PP-Standard,Red,MLD-178,MC-07 (450T),2.17,30
PN-9875-A,Lever Outer,MDL-59,Toyota Motor,2,20.7,31.13,4.36,1000,PC,PC-V0-55,Black,MLD-559,MC-04 (150T),0.6,120
PN-7045-B,Cap Outer,MDL-78,Yamaha Music,16,45.9,391.93,47.38,50,ABS,ABS-GP-100,Blue,MLD-976,MC-08 (650T),2.5,90
PN-5905-A,Gear Inner,MDL-61,Samsung,2,46.3,365.68,27.26,1000,PP,PP-HI-121,Blue,MLD-131,MC-08 (650T),1.84,90
PN-6723-B,Panel Outer,MDL-91,Yamaha Music,16,10.4,19.39,2.36,200,POM,POM-HI-121,Blue,MLD-190,MC-02 (80T),2.32,45
PN-3271-C,Lever Inner,MDL-31,Toyota Motor,4,48.6,366.26,20.33,100,PC,PC-GF-30,Grey,MLD-401,MC-05 (250T),2.92,120
PN-2552-A,Bracket Outer,MDL-81,Astra Honda,16,20.4,124.02,19.95,200,PP,PP-V0-55,Red,MLD-602,MC-03 (110T),2.2,45
PN-4790-A,Gear Outer,MDL-66,LG Electronics,1,21.9,55.09,10.88,1000,POM,POM-HI-121,White,MLD-799,MC-02 (80T),1.67,120
PN-9499-B,Panel Outer,MDL-77,Toyota Motor,4,56,425.09,31.51,500,PC,PC-V0-55,Natural,MLD-601,MC-06 (350T),0.88,90
PN-5833-B,Cap Outer,MDL-34,LG Electronics,1,59.7,462.39,71.5,1000,PA6,PA6-GP-100,Grey,MLD-681,MC-07 (450T),2.08,120
PN-5665-B,Gear Outer,MDL-71,LG Electronics,4,65.2,492.89,77.51,100,PA6,PA6-GF-30,Natural,MLD-989,MC-08 (650T),1.78,30
PN-5452-C,Panel Inner,MDL-12,Toyota Motor,1,58.8,419.72,50.97,50,PMMA,PMMA-GF-30,Blue,MLD-278,MC-05 (250T),1.7,45
PN-2885-A,Cap Inner,MDL-53,Toyota Motor,2,22.9,87.92,7.73,50,PMMA,PMMA-GP-100,Natural,MLD-466,MC-04 (150T),1.05,120
PN-7400-C,Cap Rear,MDL-71,Yamaha Music,2,52.2,341.17,30.6,50,PC,PC-GF-30,Black,MLD-369,MC-05 (250T),1.69,120
PN-9127-B,Lever Inner,MDL-50,Samsung,2,51.1,387.34,77.4,500,PA6,PA6-Standard,Black,MLD-616,MC-08 (650T),1.62,45
PN-2770-A,Gear Outer,MDL-30,Yamaha Music,4,27.2,114.95,18.87,100,PC,PC-GF-30,Natural,MLD-437,MC-04 (150T),1.79,90
PN-5918-B,Panel Outer,MDL-95,Astra Honda,16,60.9,498,42.83,500,POM,POM-HI-121,Red,MLD-729,MC-06 (350T),1.9,90
PN-9260-A,Bracket Outer,MDL-17,Toyota Motor,8,9.5,29.97,2.93,1000,PMMA,PMMA-V0-55,Black,MLD-787,MC-04 (150T),0.72,90
PN-9341-B,Panel Inner,MDL-72,Samsung,8,39.5,328.82,46.82,200,PA6,PA6-Standard,Natural,MLD-480,MC-08 (650T),2.77,30
PN-1269-B,Panel Inner,MDL-25,Samsung,16,43.2,320.66,17.43,500,PMMA,PMMA-GP-100,Natural,MLD-745,MC-05 (250T),1.11,120
PN-3894-C,Cover Inner,MDL-53,Yamaha Music,1,54.3,349.8,62.11,500,PC,PC-GP-100,Blue,MLD-581,MC-08 (650T),1.97,30
PN-8084-C,Cover Rear,MDL-38,Yamaha Music,2,39,226.71,30.86,500,PP,PP-GP-100,Natural,MLD-183,MC-07 (450T),1.08,30
PN-1601-B,Bracket Outer,MDL-39,LG Electronics,1,42.1,235.46,35.72,50,PMMA,PMMA-V0-55,Red,MLD-613,MC-08 (650T),1.73,60
PN-4423-B,Bracket Outer,MDL-12,LG Electronics,8,23.8,66.84,7.46,500,PMMA,PMMA-GP-100,Grey,MLD-493,MC-01 (50T),2.69,120
PN-3229-B,Lever Rear,MDL-50,Astra Honda,2,48.7,309.19,25.43,50,ABS,ABS-GF-30,Natural,MLD-673,MC-05 (250T),0.89,90
PN-8968-B,Housing Front,MDL-27,LG Electronics,8,53.3,339.3,27.97,500,PP,PP-GP-100,Blue,MLD-575,MC-08 (650T),1.17,60
PN-2898-B,Housing Inner,MDL-71,Toyota Motor,4,32,186.26,13.41,200,POM,POM-HI-121,Grey,MLD-277,MC-02 (80T),1.31,60
PN-5286-B,Cover Inner,MDL-12,Astra Honda,4,35.4,303.34,30.3,50,PP,PP-GP-100,Grey,MLD-541,MC-05 (250T),2.35,90
PN-3815-A,Housing Outer,MDL-20,Astra Honda,16,50.3,364.76,43.6,1000,PA6,PA6-V0-55,Blue,MLD-783,MC-06 (350T),1.32,60
PN-4246-C,Gear Outer,MDL-66,Yamaha Music,16,33.3,186.26,32.32,1000,PA6,PA6-Standard,Black,MLD-399,MC-01 (50T),1.75,30
